vessel_id,timestamp,speed_knots,draft_m,heading_deg,fuel_rate_lph
vessel_groningen_001,2025-09-05T18:00:00Z,11.133,5.873,266,194.933
vessel_groningen_001,2025-09-05T19:00:00Z,11.267,5.897,273,195.867
vessel_groningen_001,2025-09-05T20:00:00Z,11.4,5.92,280,196.8
vessel_groningen_001,2025-09-05T21:00:00Z,11.533,5.943,287,197.733
vessel_groningen_001,2025-09-05T22:00:00Z,11.667,5.967,294,198.667
vessel_groningen_001,2025-09-05T23:00:00Z,11.8,5.99,301,199.6
vessel_groningen_001,2025-09-06T00:00:00Z,8.733,5.453,308,178.133
vessel_groningen_001,2025-09-06T01:00:00Z,8.867,5.477,315,179.067
vessel_groningen_001,2025-09-06T02:00:00Z,9.0,5.5,322,180.0
vessel_groningen_001,2025-09-06T03:00:00Z,9.133,5.523,329,180.933
vessel_groningen_001,2025-09-06T04:00:00Z,9.267,5.547,336,181.867
vessel_groningen_001,2025-09-06T05:00:00Z,9.4,5.57,343,182.8
vessel_groningen_001,2025-09-06T06:00:00Z,9.533,5.593,350,183.733
vessel_groningen_001,2025-09-06T07:00:00Z,9.667,5.617,357,184.667
vessel_groningen_001,2025-09-06T08:00:00Z,9.8,5.64,4,185.6
vessel_groningen_001,2025-09-06T09:00:00Z,9.933,5.663,11,186.533
vessel_groningen_001,2025-09-06T10:00:00Z,10.067,5.687,18,187.467
vessel_groningen_001,2025-09-06T11:00:00Z,10.2,5.71,25,188.4
vessel_groningen_001,2025-09-06T12:00:00Z,10.333,5.733,32,189.333
vessel_groningen_001,2025-09-06T13:00:00Z,10.467,5.757,39,190.267
vessel_groningen_001,2025-09-06T14:00:00Z,10.6,5.78,46,191.2
vessel_groningen_001,2025-09-06T15:00:00Z,10.733,5.803,53,192.133
vessel_groningen_001,2025-09-06T16:00:00Z,10.867,5.827,60,193.067
vessel_groningen_001,2025-09-06T17:00:00Z,11.0,5.85,67,194.0
vessel_groningen_001,2025-09-06T18:00:00Z,11.133,5.873,74,194.933
vessel_groningen_001,2025-09-06T19:00:00Z,11.267,5.897,81,195.867
vessel_groningen_001,2025-09-06T20:00:00Z,11.4,5.92,88,196.8
vessel_groningen_001,2025-09-06T21:00:00Z,11.533,5.943,95,197.733
vessel_groningen_001,2025-09-06T22:00:00Z,11.667,5.967,102,198.667
vessel_groningen_001,2025-09-06T23:00:00Z,11.8,5.99,109,199.6
vessel_groningen_001,2025-09-07T00:00:00Z,8.733,5.453,116,178.133
vessel_groningen_001,2025-09-07T01:00:00Z,8.867,5.477,123,179.067
vessel_groningen_001,2025-09-07T02:00:00Z,9.0,5.5,130,180.0
vessel_groningen_001,2025-09-07T03:00:00Z,9.133,5.523,137,180.933
vessel_groningen_001,2025-09-07T04:00:00Z,9.267,5.547,144,181.867
vessel_groningen_001,2025-09-07T05:00:00Z,9.4,5.57,151,182.8
vessel_groningen_001,2025-09-07T06:00:00Z,9.533,5.593,158,183.733
vessel_groningen_001,2025-09-07T07:00:00Z,9.667,5.617,165,184.667
vessel_groningen_001,2025-09-07T08:00:00Z,9.8,5.64,172,185.6
vessel_groningen_001,2025-09-07T09:00:00Z,9.933,5.663,179,186.533
vessel_groningen_001,2025-09-07T10:00:00Z,10.067,5.687,186,187.467
vessel_groningen_001,2025-09-07T11:00:00Z,10.2,5.71,193,188.4
vessel_groningen_001,2025-09-07T12:00:00Z,10.333,5.733,200,189.333
vessel_groningen_001,2025-09-07T13:00:00Z,10.467,5.757,207,190.267
vessel_groningen_001,2025-09-07T14:00:00Z,10.6,5.78,214,191.2
vessel_groningen_001,2025-09-07T15:00:00Z,10.733,5.803,221,192.133
vessel_groningen_001,2025-09-07T16:00:00Z,10.867,5.827,228,193.067
vessel_groningen_001,2025-09-07T17:00:00Z,11.0,5.85,235,194.0
vessel_groningen_001,2025-09-07T18:00:00Z,11.133,5.873,242,194.933
vessel_groningen_001,2025-09-07T19:00:00Z,11.267,5.897,249,195.867
vessel_groningen_001,2025-09-07T20:00:00Z,11.4,5.92,256,196.8
vessel_groningen_001,2025-09-07T21:00:00Z,11.533,5.943,263,197.733
vessel_groningen_001,2025-09-07T22:00:00Z,11.667,5.967,270,198.667
vessel_groningen_001,2025-09-07T23:00:00Z,11.8,5.99,277,199.6
vessel_groningen_001,2025-09-08T00:00:00Z,8.733,5.453,284,178.133
vessel_groningen_001,2025-09-08T01:00:00Z,8.867,5.477,291,179.067
vessel_groningen_001,2025-09-08T02:00:00Z,9.0,5.5,298,180.0
vessel_groningen_001,2025-09-08T03:00:00Z,9.133,5.523,305,180.933
vessel_groningen_001,2025-09-08T04:00:00Z,9.267,5.547,312,181.867
vessel_groningen_001,2025-09-08T05:00:00Z,9.4,5.57,319,182.8
vessel_groningen_001,2025-09-08T06:00:00Z,9.533,5.593,326,183.733
vessel_groningen_001,2025-09-08T07:00:00Z,9.667,5.617,333,184.667
vessel_groningen_001,2025-09-08T08:00:00Z,9.8,5.64,340,185.6
vessel_groningen_001,2025-09-08T09:00:00Z,9.933,5.663,347,186.533
vessel_groningen_001,2025-09-08T10:00:00Z,10.067,5.687,354,187.467
vessel_groningen_001,2025-09-08T11:00:00Z,10.2,5.71,1,188.4
vessel_groningen_001,2025-09-08T12:00:00Z,10.333,5.733,8,189.333
vessel_groningen_001,2025-09-08T13:00:00Z,10.467,5.757,15,190.267
vessel_groningen_001,2025-09-08T14:00:00Z,10.6,5.78,22,191.2
vessel_groningen_001,2025-09-08T15:00:00Z,10.733,5.803,29,192.133
vessel_groningen_001,2025-09-08T16:00:00Z,10.867,5.827,36,193.067
vessel_groningen_001,2025-09-08T17:00:00Z,11.0,5.85,43,194.0
vessel_groningen_001,2025-09-08T18:00:00Z,11.133,5.873,50,194.933
vessel_groningen_001,2025-09-08T19:00:00Z,11.267,5.897,57,195.867
vessel_groningen_001,2025-09-08T20:00:00Z,11.4,5.92,64,196.8
vessel_groningen_001,2025-09-08T21:00:00Z,11.533,5.943,71,197.733
vessel_groningen_001,2025-09-08T22:00:00Z,11.667,5.967,78,198.667
vessel_groningen_001,2025-09-08T23:00:00Z,11.8,5.99,85,199.6
vessel_groningen_001,2025-09-09T00:00:00Z,8.733,5.453,92,178.133
vessel_groningen_001,2025-09-09T01:00:00Z,8.867,5.477,99,179.067
vessel_groningen_001,2025-09-09T02:00:00Z,9.0,5.5,106,180.0
vessel_groningen_001,2025-09-09T03:00:00Z,9.133,5.523,113,180.933
vessel_groningen_001,2025-09-09T04:00:00Z,9.267,5.547,120,181.867
vessel_groningen_001,2025-09-09T05:00:00Z,9.4,5.57,127,182.8
vessel_groningen_001,2025-09-09T06:00:00Z,9.533,5.593,134,183.733
vessel_groningen_001,2025-09-09T07:00:00Z,9.667,5.617,141,184.667
vessel_groningen_001,2025-09-09T08:00:00Z,9.8,5.64,148,185.6
vessel_groningen_001,2025-09-09T09:00:00Z,9.933,5.663,155,186.533
vessel_groningen_001,2025-09-09T10:00:00Z,10.067,5.687,162,187.467
vessel_groningen_001,2025-09-09T11:00:00Z,10.2,5.71,169,188.4
vessel_groningen_001,2025-09-09T12:00:00Z,10.333,5.733,176,189.333
vessel_groningen_001,2025-09-09T13:00:00Z,10.467,5.757,183,190.267
vessel_groningen_001,2025-09-09T14:00:00Z,10.6,5.78,190,191.2
vessel_groningen_001,2025-09-09T15:00:00Z,10.733,5.803,197,192.133
vessel_groningen_001,2025-09-09T16:00:00Z,10.867,5.827,204,193.067
vessel_groningen_001,2025-09-09T17:00:00Z,11.0,5.85,211,194.0
vessel_groningen_001,2025-09-09T18:00:00Z,11.133,5.873,218,194.933
vessel_groningen_001,2025-09-09T19:00:00Z,11.267,5.897,225,195.867
vessel_groningen_001,2025-09-09T20:00:00Z,11.4,5.92,232,196.8
vessel_groningen_001,2025-09-09T21:00:00Z,11.533,5.943,239,197.733
vessel_groningen_001,2025-09-09T22:00:00Z,11.667,5.967,246,198.667
vessel_groningen_001,2025-09-09T23:00:00Z,11.8,5.99,253,199.6
vessel_groningen_001,2025-09-10T00:00:00Z,8.733,5.453,260,178.133
vessel_groningen_001,2025-09-10T01:00:00Z,8.867,5.477,267,179.067
vessel_groningen_001,2025-09-10T02:00:00Z,9.0,5.5,274,180.0
vessel_groningen_001,2025-09-10T03:00:00Z,9.133,5.523,281,180.933
vessel_groningen_001,2025-09-10T04:00:00Z,9.267,5.547,288,181.867
vessel_groningen_001,2025-09-10T05:00:00Z,9.4,5.57,295,182.8
vessel_groningen_001,2025-09-10T06:00:00Z,9.533,5.593,302,183.733
vessel_groningen_001,2025-09-10T07:00:00Z,9.667,5.617,309,184.667
vessel_groningen_001,2025-09-10T08:00:00Z,9.8,5.64,316,185.6
vessel_groningen_001,2025-09-10T09:00:00Z,9.933,5.663,323,186.533
vessel_groningen_001,2025-09-10T10:00:00Z,10.067,5.687,330,187.467
vessel_groningen_001,2025-09-10T11:00:00Z,10.2,5.71,337,188.4
vessel_groningen_001,2025-09-10T12:00:00Z,10.333,5.733,344,189.333
vessel_groningen_001,2025-09-10T13:00:00Z,10.467,5.757,351,190.267
vessel_groningen_001,2025-09-10T14:00:00Z,10.6,5.78,358,191.2
vessel_groningen_001,2025-09-10T15:00:00Z,10.733,5.803,5,192.133
vessel_groningen_001,2025-09-10T16:00:00Z,10.867,5.827,12,193.067
vessel_groningen_001,2025-09-10T17:00:00Z,11.0,5.85,19,194.0
vessel_groningen_001,2025-09-10T18:00:00Z,11.133,5.873,26,194.933
vessel_groningen_001,2025-09-10T19:00:00Z,11.267,5.897,33,195.867
vessel_groningen_001,2025-09-10T20:00:00Z,11.4,5.92,40,196.8
vessel_groningen_001,2025-09-10T21:00:00Z,11.533,5.943,47,197.733
vessel_groningen_001,2025-09-10T22:00:00Z,11.667,5.967,54,198.667
vessel_groningen_001,2025-09-10T23:00:00Z,11.8,5.99,61,199.6
vessel_groningen_001,2025-09-11T00:00:00Z,8.733,5.453,68,178.133
vessel_groningen_001,2025-09-11T01:00:00Z,8.867,5.477,75,179.067
vessel_groningen_001,2025-09-11T02:00:00Z,9.0,5.5,82,180.0
vessel_groningen_001,2025-09-11T03:00:00Z,9.133,5.523,89,180.933
vessel_groningen_001,2025-09-11T04:00:00Z,9.267,5.547,96,181.867
vessel_groningen_001,2025-09-11T05:00:00Z,9.4,5.57,103,182.8
vessel_groningen_001,2025-09-11T06:00:00Z,9.533,5.593,110,183.733
vessel_groningen_001,2025-09-11T07:00:00Z,9.667,5.617,117,184.667
vessel_groningen_001,2025-09-11T08:00:00Z,9.8,5.64,124,185.6
vessel_groningen_001,2025-09-11T09:00:00Z,9.933,5.663,131,186.533
vessel_groningen_001,2025-09-11T10:00:00Z,10.067,5.687,138,187.467
vessel_groningen_001,2025-09-11T11:00:00Z,10.2,5.71,145,188.4
vessel_groningen_001,2025-09-11T12:00:00Z,10.333,5.733,152,189.333
vessel_groningen_001,2025-09-11T13:00:00Z,10.467,5.757,159,190.267
vessel_groningen_001,2025-09-11T14:00:00Z,10.6,5.78,166,191.2
vessel_groningen_001,2025-09-11T15:00:00Z,10.733,5.803,173,192.133
vessel_groningen_001,2025-09-11T16:00:00Z,10.867,5.827,180,193.067
vessel_groningen_001,2025-09-11T17:00:00Z,11.0,5.85,187,194.0
vessel_groningen_001,2025-09-11T18:00:00Z,11.133,5.873,194,194.933
vessel_groningen_001,2025-09-11T19:00:00Z,11.267,5.897,201,195.867
vessel_groningen_001,2025-09-11T20:00:00Z,11.4,5.92,208,196.8
vessel_groningen_001,2025-09-11T21:00:00Z,11.533,5.943,215,197.733
vessel_groningen_001,2025-09-11T22:00:00Z,11.667,5.967,222,198.667
vessel_groningen_001,2025-09-11T23:00:00Z,11.8,5.99,229,199.6
vessel_groningen_001,2025-09-12T00:00:00Z,8.733,5.453,236,178.133
vessel_groningen_001,2025-09-12T01:00:00Z,8.867,5.477,243,179.067
vessel_groningen_001,2025-09-12T02:00:00Z,9.0,5.5,250,180.0
vessel_groningen_001,2025-09-12T03:00:00Z,9.133,5.523,257,180.933
vessel_groningen_001,2025-09-12T04:00:00Z,9.267,5.547,264,181.867
vessel_groningen_001,2025-09-12T05:00:00Z,9.4,5.57,271,182.8
vessel_groningen_001,2025-09-12T06:00:00Z,9.533,5.593,278,183.733
vessel_groningen_001,2025-09-12T07:00:00Z,9.667,5.617,285,184.667
vessel_groningen_001,2025-09-12T08:00:00Z,9.8,5.64,292,185.6
vessel_groningen_001,2025-09-12T09:00:00Z,9.933,5.663,299,186.533
vessel_groningen_001,2025-09-12T10:00:00Z,10.067,5.687,306,187.467
vessel_groningen_001,2025-09-12T11:00:00Z,10.2,5.71,313,188.4
vessel_groningen_001,2025-09-12T12:00:00Z,10.333,5.733,320,189.333
vessel_groningen_001,2025-09-12T13:00:00Z,10.467,5.757,327,190.267
vessel_groningen_001,2025-09-12T14:00:00Z,10.6,5.78,334,191.2
vessel_groningen_001,2025-09-12T15:00:00Z,10.733,5.803,341,192.133
vessel_groningen_001,2025-09-12T16:00:00Z,10.867,5.827,348,193.067
vessel_groningen_001,2025-09-12T17:00:00Z,11.0,5.85,355,194.0
vessel_groningen_001,2025-09-12T18:00:00Z,11.133,5.873,2,194.933
vessel_groningen_001,2025-09-12T19:00:00Z,11.267,5.897,9,195.867
vessel_groningen_001,2025-09-12T20:00:00Z,11.4,5.92,16,196.8
vessel_groningen_001,2025-09-12T21:00:00Z,11.533,5.943,23,197.733
vessel_groningen_001,2025-09-12T22:00:00Z,11.667,5.967,30,198.667
vessel_groningen_001,2025-09-12T23:00:00Z,11.8,5.99,37,199.6
vessel_groningen_001,2025-09-13T00:00:00Z,8.733,5.453,44,178.133
vessel_groningen_001,2025-09-13T01:00:00Z,8.867,5.477,51,179.067
vessel_groningen_001,2025-09-13T02:00:00Z,9.0,5.5,58,180.0
vessel_groningen_001,2025-09-13T03:00:00Z,9.133,5.523,65,180.933
vessel_groningen_001,2025-09-13T04:00:00Z,9.267,5.547,72,181.867
vessel_groningen_001,2025-09-13T05:00:00Z,9.4,5.57,79,182.8
vessel_groningen_001,2025-09-13T06:00:00Z,9.533,5.593,86,183.733
vessel_groningen_001,2025-09-13T07:00:00Z,9.667,5.617,93,184.667
vessel_groningen_001,2025-09-13T08:00:00Z,9.8,5.64,100,185.6
vessel_groningen_001,2025-09-13T09:00:00Z,9.933,5.663,107,186.533
vessel_groningen_001,2025-09-13T10:00:00Z,10.067,5.687,114,187.467
vessel_groningen_001,2025-09-13T11:00:00Z,10.2,5.71,121,188.4
vessel_groningen_001,2025-09-13T12:00:00Z,10.333,5.733,128,189.333
vessel_groningen_001,2025-09-13T13:00:00Z,10.467,5.757,135,190.267
vessel_groningen_001,2025-09-13T14:00:00Z,10.6,5.78,142,191.2
vessel_groningen_001,2025-09-13T15:00:00Z,10.733,5.803,149,192.133
vessel_groningen_001,2025-09-13T16:00:00Z,10.867,5.827,156,193.067
vessel_groningen_001,2025-09-13T17:00:00Z,11.0,5.85,163,194.0
vessel_groningen_001,2025-09-13T18:00:00Z,11.133,5.873,170,194.933
vessel_groningen_001,2025-09-13T19:00:00Z,11.267,5.897,177,195.867
vessel_groningen_001,2025-09-13T20:00:00Z,11.4,5.92,184,196.8
vessel_groningen_001,2025-09-13T21:00:00Z,11.533,5.943,191,197.733
vessel_groningen_001,2025-09-13T22:00:00Z,11.667,5.967,198,198.667
vessel_groningen_001,2025-09-13T23:00:00Z,11.8,5.99,205,199.6
vessel_groningen_001,2025-09-14T00:00:00Z,8.733,5.453,212,178.133
vessel_groningen_001,2025-09-14T01:00:00Z,8.867,5.477,219,179.067
vessel_groningen_001,2025-09-14T02:00:00Z,9.0,5.5,226,180.0
vessel_groningen_001,2025-09-14T03:00:00Z,9.133,5.523,233,180.933
vessel_groningen_001,2025-09-14T04:00:00Z,9.267,5.547,240,181.867
vessel_groningen_001,2025-09-14T05:00:00Z,9.4,5.57,247,182.8
vessel_groningen_001,2025-09-14T06:00:00Z,9.533,5.593,254,183.733
vessel_groningen_001,2025-09-14T07:00:00Z,9.667,5.617,261,184.667
vessel_groningen_001,2025-09-14T08:00:00Z,9.8,5.64,268,185.6
vessel_groningen_001,2025-09-14T09:00:00Z,9.933,5.663,275,186.533
vessel_groningen_001,2025-09-14T10:00:00Z,10.067,5.687,282,187.467
vessel_groningen_001,2025-09-14T11:00:00Z,10.2,5.71,289,188.4
vessel_groningen_001,2025-09-14T12:00:00Z,10.333,5.733,296,189.333
vessel_groningen_001,2025-09-14T13:00:00Z,10.467,5.757,303,190.267
vessel_groningen_001,2025-09-14T14:00:00Z,10.6,5.78,310,191.2
vessel_groningen_001,2025-09-14T15:00:00Z,10.733,5.803,317,192.133
vessel_groningen_001,2025-09-14T16:00:00Z,10.867,5.827,324,193.067
vessel_groningen_001,2025-09-14T17:00:00Z,11.0,5.85,331,194.0
vessel_groningen_001,2025-09-14T18:00:00Z,11.133,5.873,338,194.933
vessel_groningen_001,2025-09-14T19:00:00Z,11.267,5.897,345,195.867
vessel_groningen_001,2025-09-14T20:00:00Z,11.4,5.92,352,196.8
vessel_groningen_001,2025-09-14T21:00:00Z,11.533,5.943,359,197.733
vessel_groningen_001,2025-09-14T22:00:00Z,11.667,5.967,6,198.667
vessel_groningen_001,2025-09-14T23:00:00Z,11.8,5.99,13,199.6
vessel_groningen_001,2025-09-15T00:00:00Z,8.733,5.453,20,178.133
vessel_groningen_001,2025-09-15T01:00:00Z,8.867,5.477,27,179.067
vessel_groningen_001,2025-09-15T02:00:00Z,9.0,5.5,34,180.0
vessel_groningen_001,2025-09-15T03:00:00Z,9.133,5.523,41,180.933
vessel_groningen_001,2025-09-15T04:00:00Z,9.267,5.547,48,181.867
vessel_groningen_001,2025-09-15T05:00:00Z,9.4,5.57,55,182.8
vessel_groningen_001,2025-09-15T06:00:00Z,9.533,5.593,62,183.733
vessel_groningen_001,2025-09-15T07:00:00Z,9.667,5.617,69,184.667
vessel_groningen_001,2025-09-15T08:00:00Z,9.8,5.64,76,185.6
vessel_groningen_001,2025-09-15T09:00:00Z,9.933,5.663,83,186.533
vessel_groningen_001,2025-09-15T10:00:00Z,10.067,5.687,90,187.467
vessel_groningen_001,2025-09-15T11:00:00Z,10.2,5.71,97,188.4
vessel_groningen_001,2025-09-15T12:00:00Z,10.333,5.733,104,189.333
vessel_groningen_001,2025-09-15T13:00:00Z,10.467,5.757,111,190.267
vessel_groningen_001,2025-09-15T14:00:00Z,10.6,5.78,118,191.2
vessel_groningen_001,2025-09-15T15:00:00Z,10.733,5.803,125,192.133
vessel_groningen_001,2025-09-15T16:00:00Z,10.867,5.827,132,193.067
vessel_groningen_001,2025-09-15T17:00:00Z,11.0,5.85,139,194.0
vessel_groningen_001,2025-09-15T18:00:00Z,11.133,5.873,146,194.933
vessel_groningen_001,2025-09-15T19:00:00Z,11.267,5.897,153,195.867
vessel_groningen_001,2025-09-15T20:00:00Z,11.4,5.92,160,196.8
vessel_groningen_001,2025-09-15T21:00:00Z,11.533,5.943,167,197.733
vessel_groningen_001,2025-09-15T22:00:00Z,11.667,5.967,174,198.667
vessel_groningen_001,2025-09-15T23:00:00Z,11.8,5.99,181,199.6
vessel_groningen_001,2025-09-16T00:00:00Z,8.733,5.453,188,178.133
vessel_groningen_001,2025-09-16T01:00:00Z,8.867,5.477,195,179.067
vessel_groningen_001,2025-09-16T02:00:00Z,9.0,5.5,202,180.0
vessel_groningen_001,2025-09-16T03:00:00Z,9.133,5.523,209,180.933
vessel_groningen_001,2025-09-16T04:00:00Z,9.267,5.547,216,181.867
vessel_groningen_001,2025-09-16T05:00:00Z,9.4,5.57,223,182.8
vessel_groningen_001,2025-09-16T06:00:00Z,9.533,5.593,230,183.733
vessel_groningen_001,2025-09-16T07:00:00Z,9.667,5.617,237,184.667
vessel_groningen_001,2025-09-16T08:00:00Z,9.8,5.64,244,185.6
vessel_groningen_001,2025-09-16T09:00:00Z,9.933,5.663,251,186.533
vessel_groningen_001,2025-09-16T10:00:00Z,10.067,5.687,258,187.467
vessel_groningen_001,2025-09-16T11:00:00Z,10.2,5.71,265,188.4
vessel_groningen_001,2025-09-16T12:00:00Z,10.333,5.733,272,189.333
vessel_groningen_001,2025-09-16T13:00:00Z,10.467,5.757,279,190.267
vessel_groningen_001,2025-09-16T14:00:00Z,10.6,5.78,286,191.2
vessel_groningen_001,2025-09-16T15:00:00Z,10.733,5.803,293,192.133
vessel_groningen_001,2025-09-16T16:00:00Z,10.867,5.827,300,193.067
vessel_groningen_001,2025-09-16T17:00:00Z,11.0,5.85,307,194.0
vessel_groningen_001,2025-09-16T18:00:00Z,11.133,5.873,314,194.933
vessel_groningen_001,2025-09-16T19:00:00Z,11.267,5.897,321,195.867
vessel_groningen_001,2025-09-16T20:00:00Z,11.4,5.92,328,196.8
vessel_groningen_001,2025-09-16T21:00:00Z,11.533,5.943,335,197.733
vessel_groningen_001,2025-09-16T22:00:00Z,11.667,5.967,342,198.667
vessel_groningen_001,2025-09-16T23:00:00Z,11.8,5.99,349,199.6
vessel_groningen_001,2025-09-17T00:00:00Z,8.733,5.453,356,178.133
vessel_groningen_001,2025-09-17T01:00:00Z,8.867,5.477,3,179.067
vessel_groningen_001,2025-09-17T02:00:00Z,9.0,5.5,10,180.0
vessel_groningen_001,2025-09-17T03:00:00Z,9.133,5.523,17,180.933
vessel_groningen_001,2025-09-17T04:00:00Z,9.267,5.547,24,181.867
vessel_groningen_001,2025-09-17T05:00:00Z,9.4,5.57,31,182.8
vessel_groningen_001,2025-09-17T06:00:00Z,9.533,5.593,38,183.733
vessel_groningen_001,2025-09-17T07:00:00Z,9.667,5.617,45,184.667
vessel_groningen_001,2025-09-17T08:00:00Z,9.8,5.64,52,185.6
vessel_groningen_001,2025-09-17T09:00:00Z,9.933,5.663,59,186.533
vessel_groningen_001,2025-09-17T10:00:00Z,10.067,5.687,66,187.467
vessel_groningen_001,2025-09-17T11:00:00Z,10.2,5.71,73,188.4
vessel_groningen_001,2025-09-17T12:00:00Z,10.333,5.733,80,189.333
vessel_groningen_001,2025-09-17T13:00:00Z,10.467,5.757,87,190.267
vessel_groningen_001,2025-09-17T14:00:00Z,10.6,5.78,94,191.2
vessel_groningen_001,2025-09-17T15:00:00Z,10.733,5.803,101,192.133
vessel_groningen_001,2025-09-17T16:00:00Z,10.867,5.827,108,193.067
vessel_groningen_001,2025-09-17T17:00:00Z,11.0,5.85,115,194.0
vessel_groningen_001,2025-09-17T18:00:00Z,11.133,5.873,122,194.933
vessel_groningen_001,2025-09-17T19:00:00Z,11.267,5.897,129,195.867
vessel_groningen_001,2025-09-17T20:00:00Z,11.4,5.92,136,196.8
vessel_groningen_001,2025-09-17T21:00:00Z,11.533,5.943,143,197.733
vessel_groningen_001,2025-09-17T22:00:00Z,11.667,5.967,150,198.667
vessel_groningen_001,2025-09-17T23:00:00Z,11.8,5.99,157,199.6
vessel_groningen_001,2025-09-18T00:00:00Z,8.733,5.453,164,178.133
vessel_groningen_001,2025-09-18T01:00:00Z,8.867,5.477,171,179.067
vessel_groningen_001,2025-09-18T02:00:00Z,9.0,5.5,178,180.0
vessel_groningen_001,2025-09-18T03:00:00Z,9.133,5.523,185,180.933
vessel_groningen_001,2025-09-18T04:00:00Z,9.267,5.547,192,181.867
vessel_groningen_001,2025-09-18T05:00:00Z,9.4,5.57,199,182.8
vessel_groningen_001,2025-09-18T06:00:00Z,9.533,5.593,206,183.733
vessel_groningen_001,2025-09-18T07:00:00Z,9.667,5.617,213,184.667
vessel_groningen_001,2025-09-18T08:00:00Z,9.8,5.64,220,185.6
vessel_groningen_001,2025-09-18T09:00:00Z,9.933,5.663,227,186.533
vessel_groningen_001,2025-09-18T10:00:00Z,10.067,5.687,234,187.467
vessel_groningen_001,2025-09-18T11:00:00Z,10.2,5.71,241,188.4
vessel_groningen_001,2025-09-18T12:00:00Z,10.333,5.733,248,189.333
vessel_groningen_001,2025-09-18T13:00:00Z,10.467,5.757,255,190.267
vessel_groningen_001,2025-09-18T14:00:00Z,10.6,5.78,262,191.2
vessel_groningen_001,2025-09-18T15:00:00Z,10.733,5.803,269,192.133
vessel_groningen_001,2025-09-18T16:00:00Z,10.867,5.827,276,193.067
vessel_groningen_001,2025-09-18T17:00:00Z,11.0,5.85,283,194.0
vessel_groningen_001,2025-09-18T18:00:00Z,11.133,5.873,290,194.933
vessel_groningen_001,2025-09-18T19:00:00Z,11.267,5.897,297,195.867
vessel_groningen_001,2025-09-18T20:00:00Z,11.4,5.92,304,196.8
vessel_groningen_001,2025-09-18T21:00:00Z,11.533,5.943,311,197.733
vessel_groningen_001,2025-09-18T22:00:00Z,11.667,5.967,318,198.667
vessel_groningen_001,2025-09-18T23:00:00Z,11.8,5.99,325,199.6
vessel_groningen_001,2025-09-19T00:00:00Z,8.733,5.453,332,178.133
vessel_groningen_001,2025-09-19T01:00:00Z,8.867,5.477,339,179.067
vessel_groningen_001,2025-09-19T02:00:00Z,9.0,5.5,346,180.0
vessel_groningen_001,2025-09-19T03:00:00Z,9.133,5.523,353,180.933
vessel_groningen_001,2025-09-19T04:00:00Z,9.267,5.547,0,181.867
vessel_groningen_001,2025-09-19T05:00:00Z,9.4,5.57,7,182.8
vessel_groningen_001,2025-09-19T06:00:00Z,9.533,5.593,14,183.733
vessel_groningen_001,2025-09-19T07:00:00Z,9.667,5.617,21,184.667
vessel_groningen_001,2025-09-19T08:00:00Z,9.8,5.64,28,185.6
vessel_groningen_001,2025-09-19T09:00:00Z,9.933,5.663,35,186.533
vessel_groningen_001,2025-09-19T10:00:00Z,10.067,5.687,42,187.467
vessel_groningen_001,2025-09-19T11:00:00Z,10.2,5.71,49,188.4
vessel_groningen_001,2025-09-19T12:00:00Z,10.333,5.733,56,189.333
vessel_groningen_001,2025-09-19T13:00:00Z,10.467,5.757,63,190.267
vessel_groningen_001,2025-09-19T14:00:00Z,10.6,5.78,70,191.2
vessel_groningen_001,2025-09-19T15:00:00Z,10.733,5.803,77,192.133
vessel_groningen_001,2025-09-19T16:00:00Z,10.867,5.827,84,193.067
vessel_groningen_001,2025-09-19T17:00:00Z,11.0,5.85,91,194.0
vessel_groningen_001,2025-09-19T18:00:00Z,11.133,5.873,98,194.933
vessel_groningen_001,2025-09-19T19:00:00Z,11.267,5.897,105,195.867
vessel_groningen_001,2025-09-19T20:00:00Z,11.4,5.92,112,196.8
vessel_groningen_001,2025-09-19T21:00:00Z,11.533,5.943,119,197.733
vessel_groningen_001,2025-09-19T22:00:00Z,11.667,5.967,126,198.667
vessel_groningen_001,2025-09-19T23:00:00Z,11.8,5.99,133,199.6
vessel_groningen_001,2025-09-20T00:00:00Z,8.733,5.453,140,178.133
vessel_groningen_001,2025-09-20T01:00:00Z,8.867,5.477,147,179.067
vessel_groningen_001,2025-09-20T02:00:00Z,9.0,5.5,154,180.0
vessel_groningen_001,2025-09-20T03:00:00Z,9.133,5.523,161,180.933
vessel_groningen_001,2025-09-20T04:00:00Z,9.267,5.547,168,181.867
vessel_groningen_001,2025-09-20T05:00:00Z,9.4,5.57,175,182.8
vessel_groningen_001,2025-09-20T06:00:00Z,9.533,5.593,182,183.733
vessel_groningen_001,2025-09-20T07:00:00Z,9.667,5.617,189,184.667
vessel_groningen_001,2025-09-20T08:00:00Z,9.8,5.64,196,185.6
vessel_groningen_001,2025-09-20T09:00:00Z,9.933,5.663,203,186.533
vessel_groningen_001,2025-09-20T10:00:00Z,10.067,5.687,210,187.467
vessel_groningen_001,2025-09-20T11:00:00Z,10.2,5.71,217,188.4
vessel_groningen_001,2025-09-20T12:00:00Z,10.333,5.733,224,189.333
vessel_groningen_001,2025-09-20T13:00:00Z,10.467,5.757,231,190.267
vessel_groningen_001,2025-09-20T14:00:00Z,10.6,5.78,238,191.2
vessel_groningen_001,2025-09-20T15:00:00Z,10.733,5.803,245,192.133
